Store,Dept,Date,Weekly_Sales,IsHoliday
9,5,2012-03-30,17152.42,False
9,5,2012-04-06,23331.42,False
9,5,2012-04-13,14947.8,False
9,5,2012-04-20,13855.46,False
9,5,2012-04-27,12809.5,False
9,5,2012-05-04,14305.24,False
9,5,2012-05-11,16016.84,False
9,5,2012-05-18,16180.93,False
9,5,2012-05-25,16003.78,False
9,5,2012-06-01,16457.74,False
9,5,2012-06-08,21088.85,False
9,5,2012-06-15,18539.33,False
9,5,2012-06-22,17807.35,False
9,5,2012-06-29,16910.04,False
9,5,2012-07-06,16494.88,False
9,5,2012-07-13,13078.56,False
9,5,2012-07-20,14725.46,False
9,5,2012-07-27,13142.91,False
9,5,2012-08-03,13469.63,False
9,5,2012-08-10,14509.15,False
9,5,2012-08-17,15860.62,False
9,5,2012-08-24,20078.89,False
9,5,2012-08-31,16196.84,False
9,5,2012-09-07,13602.97,True
9,5,2012-09-14,14896.19,False
9,5,2012-09-21,17752.0,False
9,5,2012-09-28,22562.63,False
9,5,2012-10-05,19312.49,False
9,5,2012-10-12,17887.4,False
9,5,2012-10-19,18200.94,False
9,5,2012-10-26,21424.9,False
9,6,2010-02-05,2314.75,False
9,6,2010-02-12,4794.88,True
9,6,2010-02-19,2778.76,False
9,6,2010-02-26,3469.0,False
9,6,2010-03-05,3092.55,False
9,6,2010-03-12,2199.68,False
9,6,2010-03-19,2693.87,False
9,6,2010-03-26,2787.98,False
9,6,2010-04-02,2844.82,False
9,6,2010-04-09,4380.8,False
9,6,2010-04-16,2401.65,False
9,6,2010-04-23,3932.48,False
9,6,2010-04-30,2671.46,False
9,6,2010-05-07,3791.12,False
9,6,2010-05-14,2834.74,False
9,6,2010-05-21,2195.77,False
9,6,2010-05-28,4637.26,False
9,6,2010-06-04,2373.9,False
9,6,2010-06-11,1867.25,False
9,6,2010-06-18,2030.61,False
9,6,2010-06-25,3865.67,False
9,6,2010-07-02,2936.32,False
9,6,2010-07-09,2801.65,False
9,6,2010-07-16,2435.99,False
9,6,2010-07-23,1539.87,False
9,6,2010-07-30,2073.29,False
9,6,2010-08-06,3292.48,False
9,6,2010-08-13,3556.26,False
9,6,2010-08-20,1957.16,False
9,6,2010-08-27,3548.76,False
9,6,2010-09-03,1652.63,False
9,6,2010-09-10,3129.72,True
9,6,2010-09-17,1316.26,False
9,6,2010-09-24,2710.87,False
9,6,2010-10-01,2964.15,False
9,6,2010-10-08,4191.66,False
9,6,2010-10-15,1889.32,False
9,6,2010-10-22,2430.0,False
9,6,2010-10-29,2217.9,False
9,6,2010-11-05,2807.37,False
9,6,2010-11-12,1804.02,False
9,6,2010-11-19,3079.32,False
9,6,2010-11-26,20060.58,True
9,6,2010-12-03,3490.08,False
9,6,2010-12-10,4721.0,False
9,6,2010-12-17,7252.48,False
9,6,2010-12-24,13552.92,False
9,6,2010-12-31,2059.88,True
9,6,2011-01-07,2022.88,False
9,6,2011-01-14,1997.72,False
9,6,2011-01-21,1130.7,False
9,6,2011-01-28,1396.78,False
9,6,2011-02-04,2040.18,False
9,6,2011-02-11,2410.44,True
9,6,2011-02-18,3378.04,False
9,6,2011-02-25,2343.78,False
9,6,2011-03-04,2362.29,False
9,6,2011-03-11,1749.2,False
9,6,2011-03-18,1715.81,False
