Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
9,2013-01-11,42.47,3.2430000000000003,2071.62,3716.52,1.48,27.44,3263.71,228.0043006,5.0489999999999995,False
9,2013-01-18,36.34,3.237,3421.04,1401.49,2.88,381.88,1418.05,228.0355358,5.0489999999999995,False
9,2013-01-25,49.14,3.227,200.46,348.2,-14.29,59.0,2162.77,228.0306176,5.0489999999999995,False
9,2013-02-01,52.1,3.2439999999999998,1879.84,168.58,60.0,1906.67,2777.26,228.0256994,5.0489999999999995,False
9,2013-02-08,52.91,3.417,24879.62,283.19,23.36,11771.16,7923.44,228.0207813,5.0489999999999995,True
9,2013-02-15,46.86,3.475,4934.31,1410.08,0.18,1471.88,1929.96,228.05908540000001,5.0489999999999995,False
9,2013-02-22,45.91,3.597,2810.86,1405.04,-179.26,63.12,3593.56,228.2054451,5.0489999999999995,False
9,2013-03-01,43.73,3.7110000000000003,3203.42,155.89,,4.87,2740.31,228.35180490000002,5.0489999999999995,False
9,2013-03-08,54.57,3.658,7327.86,14.52,20.3,970.77,2610.21,228.49816459999997,5.0489999999999995,False
9,2013-03-15,56.06,3.622,2546.99,,0.18,72.19,2078.03,228.6276239,5.0489999999999995,False
9,2013-03-22,60.0,3.611,3054.45,,440.0,472.45,1255.31,228.71483199999997,5.0489999999999995,False
9,2013-03-29,52.04,3.6060000000000003,2347.73,,333.84,,1843.46,228.8020401,5.0489999999999995,False
9,2013-04-05,56.16,3.583,5976.92,627.38,269.52,614.76,1442.47,228.8892482,4.893,False
9,2013-04-12,63.1,3.529,1113.0,136.6,29.28,104.16,4195.31,228.9764563,4.893,False
9,2013-04-19,66.36,3.451,1769.37,,97.1,,3594.24,228.9764563,4.893,False
9,2013-04-26,59.94,3.417,316.93,,95.0,7.76,547.5,228.9764563,4.893,False
9,2013-05-03,66.21,3.386,1984.01,,15.0,771.12,4198.23,,,False
9,2013-05-10,65.33,3.392,1944.79,24.0,60.14,53.46,3130.68,,,False
9,2013-05-17,72.03,3.4539999999999997,1198.65,25.94,0.06,292.07,6914.37,,,False
9,2013-05-24,80.06,3.4939999999999998,2107.41,4.0,249.17,109.74,2590.06,,,False
9,2013-05-31,78.83,3.466,1573.24,65.11,203.57,5.84,1536.38,,,False
9,2013-06-07,78.83,3.4389999999999996,3845.78,192.57,128.97,1453.88,2191.72,,,False
9,2013-06-14,79.43,3.431,958.94,119.77,425.36,510.55,1943.57,,,False
9,2013-06-21,79.37,3.4789999999999996,2301.44,108.68,134.6,336.15,2399.94,,,False
9,2013-06-28,85.76,3.495,1358.51,318.95,,205.18,2011.68,,,False
9,2013-07-05,80.11,3.4219999999999997,5382.87,886.86,484.64,1899.92,1478.67,,,False
9,2013-07-12,85.23,3.4,2239.81,594.63,89.7,404.25,1613.78,,,False
9,2013-07-19,75.26,3.556,1040.56,188.09,,178.85,1507.3,,,False
9,2013-07-26,82.37,3.62,52.43,258.14,,2.5,1265.6,,,False
19,2010-02-05,20.96,2.9539999999999997,,,,,,131.52790320000003,8.35,False
19,2010-02-12,23.22,2.94,,,,,,131.5866129,8.35,True
19,2010-02-19,28.57,2.909,,,,,,131.637,8.35,False
19,2010-02-26,30.33,2.91,,,,,,131.686,8.35,False
19,2010-03-05,32.92,2.9189999999999996,,,,,,131.735,8.35,False
19,2010-03-12,39.06,2.938,,,,,,131.784,8.35,False
19,2010-03-19,43.74,2.96,,,,,,131.8242903,8.35,False
19,2010-03-26,39.07,2.963,,,,,,131.86312900000001,8.35,False
19,2010-04-02,45.26,2.957,,,,,,131.9019677,8.185,False
19,2010-04-09,55.66,2.992,,,,,,131.9408065,8.185,False
19,2010-04-16,49.67,3.01,,,,,,131.9809,8.185,False
19,2010-04-23,46.87,3.0210000000000004,,,,,,132.0226667,8.185,False
19,2010-04-30,49.89,3.042,,,,,,132.0644333,8.185,False
19,2010-05-07,62.54,3.095,,,,,,132.1062,8.185,False
19,2010-05-14,46.53,3.112,,,,,,132.152129,8.185,False
19,2010-05-21,57.53,3.096,,,,,,132.2230323,8.185,False
19,2010-05-28,68.85,3.0460000000000003,,,,,,132.2939355,8.185,False
19,2010-06-04,68.88,3.0060000000000002,,,,,,132.3648387,8.185,False
19,2010-06-11,61.64,2.972,,,,,,132.4357419,8.185,False
19,2010-06-18,66.25,2.9419999999999997,,,,,,132.47333329999998,8.185,False
19,2010-06-25,72.3,2.958,,,,,,132.4976,8.185,False
19,2010-07-02,66.25,2.958,,,,,,132.5218667,8.099,False
19,2010-07-09,78.22,2.94,,,,,,132.54613329999998,8.099,False
19,2010-07-16,74.6,2.9330000000000003,,,,,,132.5667742,8.099,False
19,2010-07-23,74.68,2.924,,,,,,132.5825806,8.099,False
19,2010-07-30,72.83,2.932,,,,,,132.5983871,8.099,False
19,2010-08-06,74.2,2.9419999999999997,,,,,,132.6141935,8.099,False
19,2010-08-13,72.71,2.923,,,,,,132.63,8.099,False
19,2010-08-20,72.22,2.9130000000000003,,,,,,132.6616129,8.099,False
19,2010-08-27,66.4,2.885,,,,,,132.6932258,8.099,False
19,2010-09-03,74.69,2.86,,,,,,132.72483870000002,8.099,False
19,2010-09-10,63.36,2.8369999999999997,,,,,,132.7564516,8.099,True
19,2010-09-17,58.68,2.846,,,,,,132.76706670000002,8.099,False
19,2010-09-24,63.43,2.8369999999999997,,,,,,132.76193329999998,8.099,False
19,2010-10-01,59.91,2.84,,,,,,132.7568,8.067,False
19,2010-10-08,53.74,2.903,,,,,,132.75166670000002,8.067,False
19,2010-10-15,51.32,2.9989999999999997,,,,,,132.7633548,8.067,False
19,2010-10-22,48.45,3.049,,,,,,132.8170968,8.067,False
19,2010-10-29,56.11,3.055,,,,,,132.8708387,8.067,False
19,2010-11-05,41.78,3.049,,,,,,132.92458059999998,8.067,False
19,2010-11-12,40.3,3.065,,,,,,132.9783226,8.067,False
19,2010-11-19,44.22,3.138,,,,,,132.9172,8.067,False
19,2010-11-26,42.62,3.1860000000000004,,,,,,132.8369333,8.067,True
19,2010-12-03,36.64,3.2,,,,,,132.7566667,8.067,False
19,2010-12-10,25.12,3.255,,,,,,132.6764,8.067,False
19,2010-12-17,26.83,3.301,,,,,,132.68045159999997,8.067,False
19,2010-12-24,26.05,3.3089999999999997,,,,,,132.7477419,8.067,False
19,2010-12-31,28.65,3.3360000000000003,,,,,,132.81503229999998,8.067,True
19,2011-01-07,31.34,3.3510000000000004,,,,,,132.8823226,7.771,False
19,2011-01-14,21.68,3.367,,,,,,132.9510645,7.771,False
19,2011-01-21,22.8,3.391,,,,,,133.0285161,7.771,False
19,2011-01-28,20.66,3.4019999999999997,,,,,,133.1059677,7.771,False
19,2011-02-04,21.02,3.4,,,,,,133.18341940000002,7.771,False
19,2011-02-11,21.79,3.4160000000000004,,,,,,133.260871,7.771,True
19,2011-02-18,34.74,3.42,,,,,,133.3701429,7.771,False
19,2011-02-25,23.24,3.452,,,,,,133.4921429,7.771,False
19,2011-03-04,29.28,3.605,,,,,,133.6141429,7.771,False
19,2011-03-11,35.59,3.752,,,,,,133.7361429,7.771,False
19,2011-03-18,40.32,3.7960000000000003,,,,,,133.8492258,7.771,False
19,2011-03-25,33.26,3.7889999999999997,,,,,,133.9587419,7.771,False
19,2011-04-01,30.68,3.8110000000000004,,,,,,134.0682581,7.6579999999999995,False
19,2011-04-08,41.26,3.895,,,,,,134.17777420000002,7.6579999999999995,False
19,2011-04-15,48.67,3.9810000000000003,,,,,,134.2784667,7.6579999999999995,False
19,2011-04-22,41.66,4.061,,,,,,134.3571,7.6579999999999995,False
19,2011-04-29,54.23,4.117,,,,,,134.4357333,7.6579999999999995,False
19,2011-05-06,50.43,4.192,,,,,,134.51436669999998,7.6579999999999995,False
19,2011-05-13,54.2,4.211,,,,,,134.593,7.6579999999999995,False
19,2011-05-20,52.8,4.202,,,,,,134.6803871,7.6579999999999995,False
19,2011-05-27,63.2,4.1339999999999995,,,,,,134.7677742,7.6579999999999995,False
19,2011-06-03,66.01,4.069,,,,,,134.85516130000002,7.6579999999999995,False
19,2011-06-10,68.26,4.025,,,,,,134.94254840000002,7.6579999999999995,False
19,2011-06-17,64.02,3.989,,,,,,135.0837333,7.6579999999999995,False
19,2011-06-24,68.4,3.964,,,,,,135.26526669999998,7.6579999999999995,False
19,2011-07-01,67.64,3.9160000000000004,,,,,,135.4468,7.806,False
19,2011-07-08,73.2,3.886,,,,,,135.6283333,7.806,False
19,2011-07-15,73.7,3.915,,,,,,135.7837419,7.806,False
19,2011-07-22,79.37,3.972,,,,,,135.8738387,7.806,False
19,2011-07-29,74.86,4.004,,,,,,135.9639355,7.806,False
19,2011-08-05,73.84,4.02,,,,,,136.05403230000002,7.806,False
19,2011-08-12,70.92,3.995,,,,,,136.144129,7.806,False
19,2011-08-19,71.14,3.9419999999999997,,,,,,136.183129,7.806,False
19,2011-08-26,69.34,3.906,,,,,,136.2136129,7.806,False
19,2011-09-02,69.27,3.8789999999999996,,,,,,136.24409680000002,7.806,False
19,2011-09-09,68.28,3.93,,,,,,136.27458059999998,7.806,True
19,2011-09-16,62.76,3.937,,,,,,136.3145,7.806,False
19,2011-09-23,61.32,3.8989999999999996,,,,,,136.36700000000002,7.806,False
19,2011-09-30,64.99,3.858,,,,,,136.4195,7.806,False
19,2011-10-07,53.1,3.775,,,,,,136.472,7.8660000000000005,False
19,2011-10-14,61.86,3.7439999999999998,,,,,,136.5150968,7.8660000000000005,False
19,2011-10-21,52.05,3.7569999999999997,,,,,,136.50177419999997,7.8660000000000005,False
19,2011-10-28,46.49,3.7569999999999997,,,,,,136.4884516,7.8660000000000005,False
19,2011-11-04,44.97,3.738,,,,,,136.475129,7.8660000000000005,False
19,2011-11-11,48.22,3.719,27064.58,16590.75,502.96,8568.62,6349.89,136.4618065,7.8660000000000005,False
19,2011-11-18,48.21,3.717,10100.14,1785.29,92.36,978.96,7776.94,136.4666667,7.8660000000000005,False
19,2011-11-25,42.75,3.6889999999999996,1328.35,1436.52,88805.58,23.79,1869.98,136.4788,7.8660000000000005,True
19,2011-12-02,45.67,3.6660000000000004,7197.6,239.76,9191.67,4716.48,28279.83,136.49093330000002,7.8660000000000005,False
19,2011-12-09,40.18,3.627,7210.8,9.5,481.91,4650.7,11954.56,136.50306669999998,7.8660000000000005,False
19,2011-12-16,37.07,3.611,5307.81,292.4,825.0,489.96,4799.18,136.53351609999999,7.8660000000000005,False
19,2011-12-23,36.09,3.5869999999999997,3124.45,475.86,1902.55,145.88,3248.83,136.5883871,7.8660000000000005,False
19,2011-12-30,31.65,3.5660000000000003,6234.22,50438.17,210.34,1457.96,2373.94,136.6432581,7.8660000000000005,True
19,2012-01-06,31.84,3.585,9970.68,26073.98,233.88,1552.93,10335.05,136.698129,7.943,False
19,2012-01-13,37.08,3.6660000000000004,3504.09,11505.42,291.37,1698.88,5451.32,136.753,7.943,False
19,2012-01-20,23.44,3.705,5571.99,5702.57,225.06,1122.08,2863.93,136.85641940000002,7.943,False
19,2012-01-27,32.41,3.737,3112.37,4031.78,289.74,20.97,2353.81,136.95983869999998,7.943,False
19,2012-02-03,36.22,3.7960000000000003,51879.66,6433.83,394.18,52739.02,6473.61,137.0632581,7.943,False
19,2012-02-10,32.61,3.826,12739.73,8415.91,279.21,16150.68,7888.04,137.1666774,7.943,True
19,2012-02-17,30.95,3.8739999999999997,14910.8,14860.19,82.94,11200.69,7571.06,137.2583103,7.943,False
19,2012-02-24,33.91,3.917,13926.46,11835.35,2.8,4929.34,6287.18,137.3411034,7.943,False
19,2012-03-02,34.83,3.983,28177.29,3485.95,22.78,31324.8,2851.55,137.4238966,7.943,False
19,2012-03-09,38.15,4.021,6724.01,745.75,2.68,1532.63,3952.89,137.50668969999998,7.943,False
19,2012-03-16,48.2,4.021,8353.56,84.57,3.04,3175.2,2613.7,137.58438710000001,7.943,False
19,2012-03-23,56.72,4.053999999999999,6048.55,170.78,1.02,986.74,2684.83,137.65529030000002,7.943,False
19,2012-03-30,43.47,4.098,9356.36,134.4,6.75,2056.18,3420.94,137.7261935,7.943,False
19,2012-04-06,40.23,4.143,9337.26,,52.59,2949.23,5996.69,137.79709680000002,8.15,False
19,2012-04-13,44.42,4.187,5254.86,12590.76,22.55,1818.94,3264.93,137.868,8.15,False
19,2012-04-20,55.2,4.17,6304.48,5712.68,34.16,1321.97,3751.92,137.9230667,8.15,False
19,2012-04-27,42.45,4.163,3735.3,-265.76,52.82,67.72,2959.27,137.9781333,8.15,False
19,2012-05-04,50.76,4.124,21028.84,532.0,122.17,7269.47,2609.22,138.0332,8.15,False
19,2012-05-11,55.33,4.055,10882.1,,30.22,1751.72,3236.51,138.0882667,8.15,False
19,2012-05-18,58.81,4.029,12613.98,,11.5,1705.28,3600.79,138.10658059999997,8.15,False
19,2012-05-25,67.79,3.9789999999999996,10665.28,,1095.85,1053.96,2647.45,138.1101935,8.15,False
19,2012-06-01,68.18,3.915,8247.79,36.2,100.6,2171.48,4578.85,138.11380649999998,8.15,False
19,2012-06-08,60.19,3.8710000000000004,10625.25,292.4,51.96,2760.12,6219.56,138.11741940000002,8.15,False
19,2012-06-15,68.19,3.786,9987.83,697.0,0.05,2837.84,4710.66,138.12953330000002,8.15,False
19,2012-06-22,75.83,3.722,10418.79,1232.8,0.51,2971.07,12187.35,138.1629,8.15,False
19,2012-06-29,69.92,3.667,11993.32,535.4,,3736.21,3432.8,138.1962667,8.15,False
19,2012-07-06,76.07,3.6460000000000004,10945.79,600.3,101.46,6664.35,7855.14,138.22963330000002,8.193,False
19,2012-07-13,73.17,3.6889999999999996,8183.44,328.2,35.88,2677.28,1877.81,138.263,8.193,False
19,2012-07-20,76.17,3.7319999999999998,6029.42,424.15,17.82,3070.32,2610.94,138.2331935,8.193,False
19,2012-07-27,74.43,3.82,6705.0,282.26,5.43,4414.95,4550.07,138.20338710000001,8.193,False
19,2012-08-03,73.41,3.819,36466.8,220.13,41.77,16284.94,2242.89,138.17358059999998,8.193,False
19,2012-08-10,74.45,3.863,6196.55,232.43,76.35,3086.53,3417.36,138.1437742,8.193,False
19,2012-08-17,69.83,3.963,4512.6,370.35,11.11,2282.3,3764.75,138.1857097,8.193,False
19,2012-08-24,66.66,3.997,9087.86,237.03,102.63,5601.12,6738.74,138.2814516,8.193,False
